10.0 	 -44343.18485868
9.0 	 -44343.18594370
8.0 	 -44343.18604947
7.0 	 -44343.18624640
6.0 	 -44343.18688398
5.5 	 -44343.18767331
5.0 	 -44343.18928972
4.75 	 -44343.19069043
4.5 	 -44343.19275447
4.25 	 -44343.19574839
4.0 	 -44343.19989560
3.9 	 -44343.20229547
3.4 	 -44343.23494319
3.3 	 -44343.24852968
3.2 	 -44343.25819781
3.1 	 -44343.26767845
3.0 	 -44343.27648744
2.95 	 -44343.28044696
2.9 	 -44343.28402338
2.85 	 -44343.28709179
2.83 	 -44343.28812753
2.81 	 -44343.28903911
2.8 	 -44343.28666540
2.79 	 -44343.28711228
2.78 	 -44343.28747425
2.77 	 -44343.28782327
2.76 	 -44343.28816116
2.75 	 -44343.28839968
2.74 	 -44343.28865552
2.73 	 -44343.28885457
2.72 	 -44343.28895001
2.71 	 -44343.28902823
2.70 	 -44343.28905456
2.69 	 -44343.28910748
2.68 	 -44343.28903022
2.67 	 -44343.28892932
2.66 	 -44343.28872908
2.65 	 -44343.28848703
2.63 	 -44343.28781855
2.61 	 -44343.28689474
2.58 	 -44343.28698177
2.55 	 -44343.28461978
2.5 	 -44343.27903509
2.45 	 -44343.27082604
2.3 	 -44343.22249740
