10.0 	 -44343.19378043
9.0 	 -44343.19386501
8.00 	 -44343.19325601
7.5 	 -44343.19327786
7.00 	 -44343.19339836
6.5 	 -44343.19362859
6.25 	 -44343.19377640
6.00 	 -44343.19393178
5.5 	 -44343.19455763
5.25 	 -44343.19489414
5.00 	 -44343.19528587
4.75 	 -44343.19577547
4.50 	 -44343.19688841
4.00 	 -44343.20566183
3.80 	 -44343.21505704
3.75 	 -44343.21814077
3.50 	 -44343.23718267
3.40 	 -44343.24613792
3.25 	 -44343.26039808
3.20 	 -44343.26524221
3.15 	 -44343.27006138
3.10 	 -44343.27480237
3.00 	 -44343.28378839
2.95 	 -44343.28787288
2.90 	 -44343.29155453
2.85 	 -44343.29471410
2.84 	 -44343.29527153
2.83 	 -44343.29580159
2.82 	 -44343.29630275
2.81 	 -44343.29677386
2.80 	 -44343.29721378
2.79 	 -44343.29762098
2.78 	 -44343.29805240
2.77 	 -44343.29838888
2.76 	 -44343.29868765
2.75 	 -44343.29894740
2.74 	 -44343.29916625
2.73 	 -44343.29934260
2.72 	 -44343.29947452
2.71 	 -44343.29956071
2.70 	 -44343.29959901
2.69 	 -44343.29958772
2.68 	 -44343.29952486
2.67 	 -44343.29940797
2.66 	 -44343.29923547
2.65 	 -44343.29900485
2.60 	 -44343.29690323
2.55 	 -44343.29302336
2.50 	 -44343.28716808
2.40 	 -44343.26683143
2.30 	 -44343.23234756
2.20 	 -44343.17756370
2.00 	 -44342.97096746
1.51 	 -44340.98954905
1.50 	 -44340.90081670
1.49 	 -44340.80858564
