10.0 	 -44342.06698990
9.0 	 -44342.06696129
8.00 	 -44342.06690670
7.5 	 -44342.06686225
7.00 	 -44342.06679931
6.5 	 -44342.06671164
6.25 	 -44342.06665877
6.00 	 -44342.06660223
5.75 	 -44342.06655168
5.5 	 -44342.06652830
5.25 	 -44342.06663294
5.00 	 -44342.06695492
4.75 	 -44342.06755101
4.50 	 -44342.06863834
4.00 	 -44342.07453371
3.80 	 -44342.07905139
3.75 	 -44342.08049732
3.50 	 -44342.08985478
3.40 	 -44342.09454411
3.25 	 -44342.10223569
3.20 	 -44342.10485318
3.15 	 -44342.10742385
3.10 	 -44342.10989022
3.00 	 -44342.11422264
2.95 	 -44342.11591233
2.90 	 -44342.11726281
2.85 	 -44342.11789686
2.84 	 -44342.11793973
2.83 	 -44342.11795179
2.82 	 -44342.11793126
2.81 	 -44342.11787702
2.80 	 -44342.11778767
2.79 	 -44342.11766148
2.78 	 -44342.11749714
2.77 	 -44342.11729288
2.76 	 -44342.11704718
2.75 	 -44342.11675843
2.74 	 -44342.11642463
2.73 	 -44342.11604405
2.72 	 -44342.11561492
2.71 	 -44342.11513530
2.70 	 -44342.11460286
2.69 	 -44342.11401629
2.68 	 -44342.11337331
2.67 	 -44342.11267126
2.66 	 -44342.11190844
2.65 	 -44342.11108220
2.60 	 -44342.10591756
2.55 	 -44342.09878449
2.50 	 -44342.08929712
2.40 	 -44342.06132651
2.30 	 -44342.01755869
2.20 	 -44341.95226051
2.00 	 -44341.72560586
1.51 	 -44339.69769349
1.50 	 -44339.60768520
1.49 	 -44339.51415488
