10.0 	 -44343.19375543
9.0 	 -44343.19379300
8.00 	 -44343.19315358
7.5 	 -44343.19322968
7.00 	 -44343.19335355
6.5 	 -44343.19357019
6.25 	 -44343.19333754
6.00 	 -44343.19385656
5.75 	 -44343.19309838
5.5 	 -44343.19301298
5.25 	 -44343.19307037
5.00 	 -44343.19341749
4.75 	 -44343.19481877
4.50 	 -44343.19688841
4.00 	 -44343.20482608
3.80 	 -44343.21422235
3.75 	 -44343.21730786
3.50 	 -44343.23655446
3.40 	 -44343.24560882
3.25 	 -44343.25997942
3.20 	 -44343.26484770
3.15 	 -44343.26968454
3.10 	 -44343.27443676
3.00 	 -44343.28342500
2.95 	 -44343.28749961
2.90 	 -44343.29116333
2.85 	 -44343.29429592
2.84 	 -44343.29484672
2.83 	 -44343.29536970
2.82 	 -44343.29586328
2.81 	 -44343.29632627
2.80 	 -44343.29675747
2.79 	 -44343.29715531
2.78 	 -44343.29760973
2.77 	 -44343.29793921
2.76 	 -44343.29823070
2.75 	 -44343.29848286
2.74 	 -44343.29869383
2.73 	 -44343.29886199
2.72 	 -44343.29898539
2.71 	 -44343.29906276
2.70 	 -44343.29909191
2.69 	 -44343.29907113
2.68 	 -44343.29899846
2.67 	 -44343.29887141
2.66 	 -44343.29868840
2.65 	 -44343.29844692
2.60 	 -44343.29628544
2.55 	 -44343.29232013
2.50 	 -44343.28630673
2.40 	 -44343.26575941
2.30 	 -44343.23084070
2.20 	 -44343.17548677
2.00 	 -44342.96829981
1.51 	 -44340.98927722
1.50 	 -44340.90055013
1.49 	 -44340.80832480
