10.0 	 -44342.06636809
9.0 	 -44342.06637075
8.00 	 -44342.06638195
7.5 	 -44342.06639429
7.00 	 -44342.06641521
6.5 	 -44342.06641273
6.25 	 -44342.06647392
6.00 	 -44342.06645040
5.75 	 -44342.06652870
5.5 	 -44342.06654887
5.25 	 -44342.06653723
5.00 	 -44342.06645010
4.75 	 -44342.06619745
4.50 	 -44342.06561391
4.00 	 -44342.06225331
3.80 	 -44342.06184592
3.75 	 -44342.06128759
3.50 	 -44342.05766240
3.40 	 -44342.05577224
3.25 	 -44342.05218479
3.20 	 -44342.05070242
3.15 	 -44342.04902046
3.10 	 -44342.04709123
3.00 	 -44342.04224125
2.95 	 -44342.03916257
2.90 	 -44342.03551843
2.85 	 -44342.03119027
2.84 	 -44342.03023040
2.83 	 -44342.02923723
2.82 	 -44342.02820879
2.81 	 -44342.02714391
2.80 	 -44342.02604145
2.79 	 -44342.02489986
2.78 	 -44342.02371804
2.77 	 -44342.02249440
2.76 	 -44342.02122766
2.75 	 -44342.01991573
2.74 	 -44342.01855820
2.73 	 -44342.01715295
2.72 	 -44342.01569843
2.71 	 -44342.01419308
2.70 	 -44342.01263511
2.69 	 -44342.01102297
2.68 	 -44342.00935499
2.67 	 -44342.00762926
2.66 	 -44342.00584368
2.65 	 -44342.00399637
2.60 	 -44341.99376720
2.55 	 -44341.98168446
2.50 	 -44341.96744658
2.40 	 -44341.93106388
2.30 	 -44341.88105788
2.20 	 -44341.81231542
2.00 	 -44341.58476156
1.51 	 -44339.61644465
1.50 	 -44339.52743918
1.49 	 -44339.43493386
