10.0 	 -44343.18436649
9.0 	 -44343.18594331
8.0 	 -44343.18598732
7.0 	 -44343.18624281
6.0 	 -44343.18687696
5.5 	 -44343.18765340
5.0 	 -44343.18919217
4.75 	 -44343.19048138
4.5 	 -44343.19233417
4.25 	 -44343.19496952
4.0 	 -44343.19861070
3.9 	 -44343.20176086
3.4 	 -44343.23460888
3.3 	 -44343.24801650
3.2 	 -44343.25774117
3.1 	 -44343.26724831
3.0 	 -44343.27614550
2.95 	 -44343.28012609
2.9 	 -44343.28371532
2.85 	 -44343.28675722
2.83 	 -44343.28779440
2.81 	 -44343.28872015
2.8 	 -44343.28618374
2.79 	 -44343.28662758
2.78 	 -44343.28697665
2.77 	 -44343.28731460
2.76 	 -44343.28764764
2.75 	 -44343.28788209
2.74 	 -44343.28813062
2.73 	 -44343.28832276
2.72 	 -44343.28842488
2.71 	 -44343.28849783
2.70 	 -44343.28851986
2.69 	 -44343.28858285
2.68 	 -44343.28850089
2.67 	 -44343.28839287
2.66 	 -44343.28818922
2.65 	 -44343.28794102
2.63 	 -44343.28726268
2.61 	 -44343.28632698
2.58 	 -44343.28575493
2.55 	 -44343.28318059
2.5 	 -44343.27710858
2.45 	 -44343.26846511
2.3 	 -44343.22165260
