10.0 	 -44342.07727487
9.0 	 -44342.07725377
8.0 	 -44342.07578911
7.0 	 -44342.07625018
6.0 	 -44342.07674772
5.5 	 -44342.08072840
5.0 	 -44342.08080934
4.75 	 -44342.08054121
4.5 	 -44342.08044243
4.25 	 -44342.08293075
4.0 	 -44342.08695938
3.9 	 -44342.08944264
3.4 	 -44342.11308388
3.3 	 -44342.11396401
3.2 	 -44342.11930495
3.1 	 -44342.12440577
3.0 	 -44342.13050691
2.95 	 -44342.13309222
2.9 	 -44342.13521629
2.85 	 -44342.13673809
2.83 	 -44342.13714453
2.81 	 -44342.13741905
2.8 	 -44342.14234517
2.79 	 -44342.14248676
2.78 	 -44342.14244061
2.77 	 -44342.14236549
2.76 	 -44342.14229007
2.75 	 -44342.14213136
2.74 	 -44342.14185375
2.73 	 -44342.14170421
2.72 	 -44342.14145355
2.71 	 -44342.14107984
2.70 	 -44342.14065144
2.69 	 -44342.14020356
2.68 	 -44342.13965958
2.67 	 -44342.13905614
2.66 	 -44342.13839022
2.65 	 -44342.13765844
2.63 	 -44342.13599022
2.61 	 -44342.13403062
2.58 	 -44342.12501224
2.55 	 -44342.12060710
2.5 	 -44342.11137509
2.45 	 -44342.09925296
2.3 	 -44342.04605483
